category	repo	stars	note
animation	creationstwc-lgtm/Christian-La-o	1	Tennison Woods was an GoAnimator founded in June 13 by Christian La O - and YouTube Channel will be July 16, he has Roblox, Stumble Guys, Nintendo, and more!
animation	Danonienko/Door-System	1	A simple door system that uses state and animations to open and close doors
animation	DevelopmentStatus/Rotools	1	Blender addon that recreates Roblox Studio's Select/Move/Scale/Rotate tool behavior
animation	Devollin/Flow	1	(Superseded by dToolkit in 2022: https://github.com/Devollin/dToolkit) A versatile TweenService replacement for Roblox projects.
animation	dhaynes/visibility-tools	1	Blender-style visibility toggler for Roblox Studio
animation	Dimitriuses/Roblox-Mesh-Importer	1	Read Roblox .mesh v4 files — geometry, LODs, skeleton and skin weights — and import them into Blender as a rigged object. Includes a measured spec for the fo...
animation	EgoMoose/tween-promise	1	A Roblox lua package for tweening with promises
animation	enzo831/Uhhhhhhh-models	1	Roblox models and scripts for testing and reanimation
animation	Etipufhu/BloxAtlas	1	BloxAtlas is a Blender add-on designed specifically for optimizing Roblox User Generated Content (UGC) by creating advanced PBR texture atlases.
animation	GandalfWisdom/Tracker	1	Animation tracker/manager for roblox
animation	GoldyGuardian/Roblox-AGL-Module	1	An module to add extra functionality to grid layouts: animation!
animation	HappySunChild/confusion	1	A variant of Fusion that will cause confusion
animation	ItsAltus/TweenPlus	1	Chainable tweening wrapper for Roblox native TweenService
animation	ivanbaradi/Obby-Speedrun-Challenge	1	Roblox obby game where players speedrun stages.
animation	j0ssss/Voxel-Forge-Motion	1	Convert any video into an animated Roblox voxel block script — one click, no plugins required.
animation	KadeTheExploiter/freesmart.xyz	1	(Probably last major lua project), An admin script for roblox mainly focused towards reanimates
animation	KrazyCheesitz/Multi-Script	1	Multi-Script serves as an advancement to Zeroscript, adding many more capabilities, and improving general using thru a large collection of tools and skills, ...
animation	LilyAelye/Animated	1	Roblox Module for adding attachment to animations and can be trigerred whenver
animation	lovechanting/Synthx-UI-Libary	1	Advanced Roblox UI Library using Drawing.New completely stream-proof, fully animated, highly sophisticated, and optimized for zero lag!
animation	luxbiter/SR	1	Switches Roblox avatar rigs before joining games
animation	mirko4001/mirko4001.github.io	1	Website for Portfolio (Roblox, Blender)
animation	NotKisoMomo/Mixit	1	A timeline-driven animation controller for Roblox. Define mixtapes with named scene segments, stamps, and playhead control -- then drive them with a clean si...
animation	qwreey/spring.lua	1	spring module for lua env. working at everywhere such as roblox, luvit etc
animation	Razorboot/Lua-Tween-Library	1	This is a complete Tween library that was created for Roblox, but also will eventually include a version useable outside of the engine.
animation	ReMain12/roblox-studio-live-animation	1	How to make live animation in roblox?
animation	rezarg/godot-tweenservice	1	A recreation of the Roblox TweenService functionality in GDScript for Animating values.
animation	sean-thompson/BlenderRobloxHeadPythonScript	1	A Script for setting up Roblox heads in Blender
animation	seozbjk/rb-ts-door	1	Animated door script for roblox
animation	ShowerMan/Axis	1	Axis is a animation logger for roblox with better features than most
animation	TemujinCalidius/Roblox-GripEditor	1	Visual Tool Grip Editor plugin for Roblox Studio — works with custom mesh avatars, R15, and R6 rigs
animation	timoursfoil/Easy-Roblox-Abilities	1	A modular and extensible system for implementing character abilities in Roblox, designed for action or RPG-style games. This module handles animation playbac...
animation	TkritpooM/Roblox_Store	1	Modern React & Tailwind CSS admin dashboard for managing digital products, licenses, and transactions. Sleek dark theme with smooth animations and comprehens...
animation	towerscripter1386/CustomTweenService	1	Reimplementation of Roblox's tween service to open up customizability
animation	TroubleGy/Moon-Animator-2-API	1	Unofficial API documentation for Moon Animator 2 Roblox plugin. Explore internal functions, windows, easings, classes and learn plugin modding.
animation	tuffuserofpython/solaris-ui	1	Premium Roblox UI Library - macOS inspired, glassmorphism, smooth animations
animation	tweekinf/TweenHelper-Module-	1	A lightweight, fully-typed Roblox module for tweening and UI animation presets. Built for Tetrablox development.
animation	useraoli/Motion	1	Improved tweening in Luau for Roblox
animation	VALENCERBLX/Kuik	1	A Roblox UI library in the hairline-rule style; no panels, two vertical rules, springs from Lume.
animation	VexusExecutor/VexusLibrary	1	A modern Roblox UI library with beautiful animations. made by the Vexus Team
animation	yasirwhite/Characterize	1	Characterize module for Roblox Developers - Allows for simple custom model implementation and animation, relies heavily on the client side to reduce lag for ...
animation	YatoVoid/Blender	1	Blender practice files: a table with its UV layout, a lamp and a Roblox style ground
animation	zildjibian-v2/moon-animator	1	moon animator the roblox plugin
animation	aziz8235/roblox-luau-game-framework	0	Open-source Roblox/Luau framework for reusable multiplayer systems, combat architecture, client/server logic, UI state, animation timing, debugging, and test...
apis	mirror-engine/the-mirror	1302	V1, Mirror Classic. V2, Mirror Engine: Join Discord for access.
apis	NotValra/RoValra	222	A forever free Roblox extension
apis	evaera/RoVer	150	This repo is RoVer V1, which is now deprecated and will no longer work. Get Rover V2 now: https://rover.link
apis	ro-py/ro.py	128	ro.py is a modern, asynchronous Python 3 wrapper for the Roblox API.
apis	sentanos/rprxy	91	ROBLOX Proxy
apis	roblox-linux-wrapper/roblox-linux-wrapper	90	This is a repository which contains the latest source of the Roblox Linux Wrapper. We are open to taking any (non-malicious) pull requests!
apis	RoSeal-Extension/RoSeal	90	The main RoSeal website extension for 2.x and beyond.
apis	qing762/roblox-auto-signup	82	A tool that auto fetch a temporary email address and creates an account at https://roblox.com/
apis	roblox-plus/extension	76	This is the source of the Roblox+ Google Chrome extension!
apis	GameAnalytics/GA-SDK-ROBLOX	73	Repository for GameAnalytics Roblox SDK
apis	lewisakura/webhook-proxy	66	A Discord webhook proxy, primarily for Roblox games.
apis	LPGhatguy/lemur	63	Partial implementation of Roblox API in Lua
apis	rojo-rbx/rojo.space	50	Rojo website
apis	Raihann22/Roblox-Player-Server-Searcher	48	The world's best and safest Roblox Player Server Searcher! #OpenSource #Free
apis	mikeywhiston/ERM	47	A discord bot primarily focused on improving the Roblox staff experience.
apis	JiveOff/roPresence	39	A Discord Rich Presence using the Roblox Presence API.
apis	noahcoolboy/NoMorals	37	Find roblox bot alts.
apis	Xammand/2011-Roblox	36	A giant mess of code that attempts to recreate the Roblox website from 2007-2012.
apis	TheIcyStar/Roblox-DiscordBotService	31	A discord bot that manages webhook messages from a roblox game
apis	harborseals/rblx-rip	30	An asset ripper for ROBLOX.
apis	raywardapp/rotector-extension	30	A browser extension to help identify inappropriate users on Roblox.
apis	iranathan/robloxapi	29	A python module for using the roblox api
apis	msmalik681/Maliks-Linux-Roblox-Wrapper	28	Get Roblox Up and Running and easy and simple as possible.
apis	RoSeal-Extension/Roblox-BAT	26	A Deno/NodeJS module to generate Roblox BAT tokens for extensions
apis	Liriosha/GAGAPI	25	An API that tracks the Roblox game Grow A Garden
apis	msgaxzzz/Roblox-Group-Management-API	22	Easy roblox api
apis	S0ftwareUpd8/roblox-api	22	Documentation for all ROBLOX api endpoints.
apis	Xcanex/Lunar-Discord-Tool-X1	21	We offer top-tier premium tools for free. You can get them by joining our Discord server via the links for Roblox, Discord, or Telegram; in exchange for a se...
apis	Adaaks/Roblox-Clothing-Bot	20	Uploads clothing to your group to speed up the tedious process
apis	mehh0vcki/group-autoclaimer	19	user-friendly, easy to setup & use group autoclaimer. code name ansel
apis	Intelinsidecom/Roblox-Website	18	This Project Aims to Recreate Roblox Website from specific time periods, by using the same systems they used and the way they used them
apis	weskinthewest/LegoProxy	18	A Roblox Proxy for accessing Roblox and Discord Webhook APIs using HTTPService.
apis	Kampfkarren/roblox-lua-autofills	17	VSC Extension for various Roblox related autofills
apis	roblox-ts/roblox-ts.com	17	The roblox-ts website
apis	sentanos/roblox-bots	16	This project is no longer maintained, please consider this instead: https://github.com/sentanos/roblox-js-server
apis	xgladius/glad-ext	16	External shellcode wrapper using naked functions to automatically generate payloads
apis	iUnstable0/HttpProxyService	15	Easily Send HTTP Requests to Roblox API/Discord Webhooks
apis	RobloxAPI/rbxapiref	15	Generates API reference pages for the Roblox Lua API.
apis	Ulferno/upload-to-roblox	15	GitHub action to upload a Roblox place to Roblox with the Place Management API
apis	vinegarhq/vinegarhq.github.io	15	Vinegar documentation website
apis	acierp/roblox-message-bot	14	A bot that sends a specific message to all of a user's friends.
apis	fewkz/typed-luau-promise	13	An **actually** fully typed wrapper for roblox-lua-promise.
apis	Stratiz/Discord-To-Roblox	13	System for communicating with a Roblox server with discord bot implementation.
apis	Usering/Roblox-API	13	A library of all my PHP Roblox APIs
apis	ddavness/roblox-http-queue	12	A small library to queue Roblox HTTP Requests for all your different external services.
apis	Jumpathy/rbx.lua	12	A lua-written Roblox API wrapper.
apis	mov-ebx/roblox-tracker	12	A Python Roblox account tracker, sends a Discord webhook information once a user is online.
apis	RoWifi-HQ/RoWifi-V1	12	A Discord-Roblox Bot
apis	SoCuul/ProductDelivery	12	An open-source Roblox Product Delivery bot
apis	UnderMyWheel/vscode-luau	12	Roblox Luau extension for Visual Studio Code
apis	gamenew09/RobloxAPI	11	A C# Class Library for accessing ROBLOX Web APIs. (Excluding login APIs and API routes that require to be logged in as a ROBLOX user.)
apis	polaris-rbx/Polaris	11	Polaris is a Roblox verification bot designed to provide additional features with greater ease.
apis	renzpogiwww/roblox-group-scanner-v2	11	Python 3 tool for finding unclaimed groups on Roblox. Supports multi-threading, multi-processing and HTTP proxies.
apis	hqnt/roblox-condo-discord-bot	10	Created by me and Bannable. Decided to leak to this outdated bullshit. Roblox condos are fucking dead in 2022
apis	indexxing/kiln-extension	10	Kiln is a quality-of-life browser extension for Polytoria.
apis	RobloxAPI/doc	10	Source files for unofficial documentation of the Roblox Lua API.
apis	RobloxAPI/ref	10	Roblox Lua API Reference Pages
apis	Windows81/Roblox-Freedom-Distribution-Guides	10	Guides pertaining to RFD (https://github.com/Windows81/Roblox-Freedom-Distribution).
apis	AfterAStorm/stream	9	a point/edge based graph node editor, primarily created for Roblox game Oaklands
apis	alreadyjosh/roblox-verification	9	A Discord Verification Bot using Bloxlink API
apis	brandonapt/banPanel	9	a website-roblox ban panel to ban users, view current ingame users, and more!
apis	Celienn/Blox-Fruits-Notifier	9	It is a discord bot that allows you to be notified on discord when certain devil fruit are on sale in the roblox game Blox Fruits .
apis	cfun724-collab/roblox-discord-bot	9	roblox-discord-bot
apis	misaelisgone/discord-roblox-condo-bot	9	fmsdkfskfjsfksdfsfsfsf
apis	ERM-Systems/ERM	8	A discord bot primarily focused on improving the Roblox staff experience.
apis	Finalb-Studios/Lucya	8	Lucya is a recreation of the ROBLOX website.
apis	floatzeI/RobloxApiSites	8	Roblox API Sites recreation. Unaffilated with Roblox corporation.
apis	LPGhatguy/rojo-cicd-test	8	https://www.roblox.com/my/groups.aspx?gid=4653149
apis	Roblox-Thot/captchaCodeMakerV2	8	Make Roblox's signup funcaptcha code so you can send to discord bots (PATCHED)
apis	RoWifi-HQ/RoWifi-V3	8	2nd Gen Roblox-Discord Verification Bot
apis	StevenK-293/Roblox-Player-Info-Webhook	8	A Lua script for gathering player details in Roblox games and sending them to a webhook. Retrieve username, ID, premium status, account age, IP, game info, a...
apis	Tera4Byte/roblox-vpn-keenetic	8	В данном репозитории находится файл с IP-адресами сайта Roblox и Amazon Web Services (AWS) с инструкцией добавления IP-адресов в маршрутизацию на роутере Kee...
apis	Pyseph/RBXWait	7	A custom implementation of Roblox's wait function, with more accuracy due to less conversing between the Lua & C API.
apis	Roblox-Trackers/Roblox-Help-Tracker	7	This tracker tracks the Roblox help website (https://en.help.roblox.com/)
apis	sentanos/rdprxy	7	A proxy created for serving HTTP requests from Roblox to Discord or Roblox.
apis	stan2474/roblox_utils_cli	7	a cli version of https://stan2474.github.io/roblox_utils/
apis	undertailx/roblox-bot-following	7	roblox-bot-following
apis	Anaminus/rbxweb	6	[ARCHIVED] rbxweb is a Go package that provides access to many of Roblox's web-based services.
apis	Anaminus/roblox-api-ref	6	[ARCHIVED] Generates reference pages for the Roblox API.
apis	BatteredBunny/roblox-account-value-api	6	Roblox account value API
apis	cool-organization/rbx-iris	6	roblox-ts types for iris (https://github.com/Michael-48/Iris)
apis	Creadores-Program/CreaNexusCore	6	A server that aims to connect all modifiable games or modifiable servers, such as Minecraft (all editions), ClassiCube, Hytale, Minetest/Luanti, Roblox, Poly...
apis	fiveman1/rbhopdog	6	discord.py bot that uses various APIs to provide content from the Roblox BHOP and SURF games
