category	repo	stars	note
learn	paddler/playcap	1	Daily game time limits for Roblox on Mac, enforced at the device level (so they actually work)
learn	paradoxum-wikis/Statistics-Editor	1	The statistics editor for Roblox Tower Defense Simulator
learn	paulwin-dev/RoCSS	1	A small module that allows you to write CSS-like code in Roblox to manage classes using Roblox's CollectionService
learn	pavledejan/block_project	1	My python game inspired by block tales from roblox
learn	pedrogamesytyt-netizen/Roblox-ps3	1	A ROBLOX client made to play Games On PS3
learn	peterron03/RobloxUtils	1	A collection of utility functions for Roblox that I tend to use often.
learn	Phaliion/WordBomb-AutoTyper	1	Made this auto-typer for Wordbomb (ROBLOX game) a while ago... looks bad because it's just for the function.
learn	Photograph3r/GameGuardian	1	Description: Roblox Activity & Safety Monitor - PP4 Project
learn	pigxity/badge-chain	1	The serverside code for the roblox game: Piggy's Badge Chain
learn	PlacidityIsEpic/jme-speedrun-setup	1	A list of utilities and resources for speedrunning the game "JJT Money Empire" on Roblox
learn	PlacidityIsEpic/jmewiki	1	A wiki for the roblox game called "JJT Money Empire".
learn	Planispheric/BattleOnTheIcedCanyon	1	This is a Roblox game, I'll post code for it here, open sourced I guess.
learn	PolskaKula/Roblox-Tycoon-Simulator	1	Nostalgic game that makes you go back to 2017
learn	proclutchmc-a11y/sailor-piece-wiki	1	"Official Wiki and Database for Sailor Piece Roblox. Includes latest codes, boss drop rates, and game guides."
learn	PunnatornSompadung/Roblox-Workspaces	1	Easy script for basic games!
learn	Purgenta889/robloxplayniteguide	1	This is a guide on how to add Roblox as a game to Playnite on Windows.
learn	Pzark/Portfolio	1	Thoose are some of my best work made in roblox studio!
learn	Qorksoft/roblox-showdown-game	1	Roblox game 1 vs 1
learn	qqaazz0222/2023-Meta-Project	1	Metaverse custom through mobile phone sensor data (based on Roblox)
learn	qscythee/VolumePlus	1	A volume/zone handling library to help create and supercharge 3D volumes written in Luau, built for the Roblox development.
learn	R0bl0x10501050/Declare	1	A declarative library for creating Instances in Roblox games.
learn	R0bl0x10501050/RoQuery	1	My implementation of jQuery for Roblox games.
learn	RadiantBird/Recubin	1	The C++ game engine inspired by Roblox
learn	Radiy288/RBXGuides	1	Guides for Roblox Clients/RCCService.
learn	RakibulBh/infected	1	My very own roblox project
learn	ramendeliveryman/Tapping-Simulator-Script	1	Tapping Simulator Script for Roblox
learn	randomgithubaccount19837/Xonra	1	A group of devs creating games across platforms like roblox
learn	Rawezh-Dana1/roblox-games	1	this repo is for roblox games
learn	rayanedebbarh/THE-LOST-OASIS	1	🏜️ A Roblox desert adventure game where you compete with other players to find the most hidden coins. Built with Roblox Studio & Lua. Playable on PC and mobile.
learn	rayyanmd/ranchat	1	Talk to random player on roblox (Roblox Game)
learn	RBLXGGI/RBLXGGI	1	The Roblox Good Games Index is a list of selected Roblox games that are actually good.
learn	Re7orm/roblox-ban-game-ban-panel	1	contains the new device ban feature
learn	reindeertzu/kikavalues	1	A trading calculator to check values of items and pets from a roblox game called "Adopt me"
learn	revvy02/jest-rodeo	1	jest for roblox projects via rodeo
learn	rexytechnologies/pedophiles	1	Online list of Roblox Pedophiles/Predators/Roblox Condo Players
learn	Riderj/Idle-Game	1	aboy's Game for roblox
learn	rileywateton-rgb/game	1	buliding a roblox game
learn	ripull125/Doors2d	1	2d version of the roblox games doors
learn	rishibanota/Roblox-Games	1	These are my Roblox games that I made as a hobby project :>
learn	Rixium/PocketPetz	1	PocketPetz is a game created for ROBLOX
learn	RiyokiHashura/content-house-tycoon	1	Professional Roblox tycoon game featuring content creator simulation with hybrid casual gameplay mechanics
learn	Roblox-c/Roblox	1	Roblox is an online game platform and game creation system that allows users to program games and play games created by other users. Founded by David Baszuck...
learn	RobloxBloopers/Resources	1	A (incomplete) collection of resources used for Roblox Bloopers.
learn	robloxduping/mm2_duper	1	a duper for the roblox game Murder Mystery 2.
learn	ROBLOXStudio/roblox-js-server	1	Example server using roblox-js module
learn	rockettoad/untitled-roblox-game-repository	1	Will be used in the future. Not going to collab at the moment.
learn	roh1th-s/Chess-Roblox	1	Chess game in roblox (wip)
learn	RoManager-org/game-client	1	RoManager's Roblox game client.
learn	RoseSla/Suyoka-s-Secret-2D	1	Game made by lesyy roblox or roseslay
learn	rosnibasu/How-to-play-Roblox	1	This small 5min tutorial will teach you how to play Roblox, one of the most popular gaming site
learn	RoyallyFlushed/basic-chess-game	1	A basic chess game written for Roblox
learn	RtVyoussef/Roblox-studio-on-mobile	1	I am going to run Roblox studio on phones but I am learning c and pls support because I am using something different
learn	Ruzhelle/Roblox-High-School-2	1	This is a script for Roblox High School 2
learn	s-kyli/100-men-vs-1-gorilla	1	So back in May 2025, this meme on Instagram was popular. It was the debate about who would win: 100 men or 1 gorilla? And this gave me the idea to solo-devel...
learn	S-ntineDevelopment/Roblox-Luau-Mastery-Guidebook	1	Curriculum guidebook for Roblox Luau mastery.
learn	sammytheappdevolper/roblox-	1	app that helps with the game of roblox
learn	SamObviously/RobloxGameDevelopment	1	Documenting my daily roblox game development
learn	samudithTharindaka/RoWork-Tracker	1	An Android application to track your roblox game development schedules
learn	SBdevz/Chaos-Obby	1	A simple Roblox game where you try to complete an obstacle course without dying to constantly new challenges.
learn	SeanPlayz12/Sean-	1	I need someone to help me create my roblox game to be better
learn	Senko3141/Morph_System	1	Morph System created for DeusArdeths' ROBLOX game: "sabertops."
learn	SergioMtzG/Photocard-RNG	1	Fully developed Roblox game centered around a rolling system to collect all Kpop photocards.
learn	server-script/Roblox-Projects	1	A detailed project for my self-made modules I use in Roblox
learn	shadysalman/roblx	1	Repository for Roblox game development code and scripts
learn	Shammas-satti-00/Atiana-Lego-Adventure-Unity-3d	1	A 3d roblox game with upto 5 levels in which the player has to complete the task. A fully functional game.
learn	Sheepdude289/Statasaur	1	View and compare statistics for dinosaurs from the Roblox game Jurassic Blocky.
learn	shloid/kiseki-ctf-classic	1	A rescripted/modified version of Clockwork and Conix's game "Kiseki". This is the source code repository in case you wanna see how god awful my coding is.
learn	ShouxTech/join-roblox-game	1	Link a workspace to a Roblox game and be able to join through Visual Studio Code
learn	shrssrhs/SStudio	1	Open-Source project, trying to rebuild Roblox studio, but with own features and control.
learn	Simon-23/CS460_GTAVII	1	Roblox Game inspired by GTA V
learn	Simon-R23/CS460_GTAVII	1	Roblox Game inspired by GTA V
learn	sleepyensign/FNITFG-Rblx	1	manually putting all the code from my roblox game "five nights in the friend group" onto github
learn	SleepyTerrence1/FTSPShowcase	1	The official webpage for Find the Sphere Pals! From OC in Roblox ofc
learn	softmodded/whiplash	1	a quick and dirty jackbox quiplash clone in roblox
learn	SoulSej10/StoreEmpire	1	A roblox game: A typical store simulator game that let users feel the essence of being in retail and owning a business.
learn	spenox15/Roblox-Research	1	Roblox Game Researching Deposits
learn	StayOutOfTheLadiesRestroom/Groups-That-Broke-Roblox-TOS	1	A list of Roblox Group removed or flagged for violating Roblox Community Standards and TOS
learn	StayOutOfTheLadiesRestroom/Users-That-Broke-Roblox-TOS	1	A list of Roblox users removed or flagged for violating Roblox Community Standards and TOS (Rotector & TASE)
learn	stebeus/where-is-shedletsky	1	Be the quickest player to find all Roblox characters!
learn	stebeus/where-is-shedletsky-archive	1	Be the quickest player to find all Roblox characters!
learn	stebeus/wheres-shedletsky-archive	1	Be the quickest player to find all Roblox characters!
learn	Stoppedwumm-Studios/opensource-roblox	1	An opensource project where changes connect to a game
learn	stratxgy/Lua-TargetHud	1	lua targethud mainly for dh / dh customs but works in most roblox games.
learn	SubParSuperCar/rbx-destructor	1	A Roblox Luau class for destructing values.
learn	sunriseclient/SunriseClientForRoblox	1	Sunrise Client for Roblox, A project that has been in development for 1+ years.
learn	synpixel/roblox-luau-style-guide	1	This style guide aims to provide best practices for writing Luau code in Roblox.
learn	system3600/RTK	1	a tycoon game automation program for roblox made in python
learn	systemsbooted/game-devolpment	1	A group of games coded by systemsbooted and Linuxiscool897.
learn	T1mples/Kill-Them-All-Roblox-Game	1	Проект УрФУ 2025 с созданием ранера и последующей его монетизацией на платформе Yandex.
learn	Tamasina07/FakeRoblox	1	a project i made with a friend of mine
learn	Tazhys/paintbybit	1	An example roblox lua script that is universal.
learn	tenkovr/Scarlet-Beats-Charting	1	Scarlet Beats Charting Guide and Resources
learn	Terrani-3/Terrani-3	1	Roblox game developer / Luau / Client & server systems
learn	terrible-developer102/robloxresources	1	Open Source Resources that you can use for free in your roblox games.
learn	thaalish/tsfl-euros	1	Roblox game where player can play football/soccer
learn	thanh01pmt/Roblox-Space	1	Source code for Space game in Roblox
learn	the-awesome-ones/roblox-1	1	part of the awesome ones
learn	thebobreal/RapidFury	1	A little game on roblox
learn	TheCorporationFromKaiser/RMBlur	1	A project that ads artificial motion blur to roblox games
learn	TheEpicFace007/rockblox	1	Python roblox module, primarily focused on the game client
learn	TheFlash3467/Cleaner---Roblox-studio	1	Cleaner is a Luau module designed to help manage and clean up resources in Roblox projects. It lets you track and remove: Custom variables, Event connections...
learn	TheGrasker/Roblox-leaderstats	1	roblox leaderstats that can be used with simulators
learn	Thisisdaniel549/Abyss-DiveDown	1	Simple lua script i made for the Roblox game DiveDown, you can use the helper functions on other games tho.
learn	ThisJustZack/ROBLOX-DevOps-Pipeline	1	A DevOps pipeline template for ROBLOX games
learn	Thomas-Chabot/Roblox_EggHunt	1	An Egg Hunt game created on Roblox.
learn	ticklish-dev/external	1	open source example external software for roblox
learn	timothyouu/roblox-game-finder-app	1	Used JavaScript to code an app that allows users to find a game on Roblox based on their preferred genre and age. When users input their preferred genre and ...
learn	TobenaiButasan/ButachanFilter	1	Lightweight overlay filter for Roblox & games
learn	tomatotxt/FE2-PlaybackTools	1	Ideally the best PlaybackTools for the roblox game Flood Escape 2 and Flood Escape 2 Community Maps.
learn	tomatotxt/Global-TAS	1	My amazing 3D Global TAS for a little known game called Roblox <3
learn	TomoatHowtoTomo101/Super-Anime-Cross-Max	1	This is an open source game I'm in the middle of working on, which is the evolution of the Anime Cross series on ROBLOX. You are welcome to help out in any w...
learn	ToniGit-max/Roblox-Mars-Mining	1	Motherload-style 3D mining game in Roblox
learn	tonycuadra/roblox-quizwarp	1	A simple multiple choice quiz Roblox game using telepads for each answer.
learn	Torbenkdev/RobloxPiggy	1	a verson of the roblox game piggy
learn	TreehouseFalcon/rbx-lib-template	1	A template repository for Roblox-based projects.
learn	trey-k/problox	1	Enhanced game search for Roblox
learn	tulipssy/ITE-PROJECT	1	BUY & SELL ROBLOX
learn	TylrPopcorn/Crowd-Simulation	1	A simple ROBLOX Game Development collaboration with a friend.
learn	TylrPopcorn/Simple-Speaker	1	A ROBLOX Game Development creation made by me.
learn	umbrix-dev/portfolio	1	My Roblox developer portfolio
learn	Un1versality/UIGame-Showcase	1	Some 2d roblox game lol
learn	UN6107617/roblox-portfolio-template	1	Roblox Developer Portfolio Template (PHP)
learn	unholyzeg/Roblox-Server-Ip	1	Pulls the ip of the latest roblox game
learn	unixtensor/Monolith	1	Dashboard for Roblox games
learn	urdakota/Scripts	1	Lua scripts for Roblox games
learn	UrsulPOLARKing/RobloxLost	1	Here I Post all my New Updates for My Roblox Game called Lost.
learn	useeryous/roblox-clone	1	something i wanted to work on for fun
learn	Valkrz/Roblox-Word-bomb-assistant	1	open source word bomb (roblox game) assistant
learn	VampireDragon555/top5gamesinroblox	1	top 5 games in roblox created by an 11 year old
learn	vanbarros76/Desafio-Roblox-Obby	1	Jogo de obstáculos criado para minha filha Isa, super aprovado!! =D
learn	vc-s/sunflower-incremental	1	Recreation of a silly incremental game I saw on roblox. Just for fun.
learn	vDiming/ZeroHub	1	Best Roblox Game script collection.
learn	vdowsett/RobloxCampingGame	1	Code for a simple Roblox camping game
learn	vec4me/roblox-event-handler	1	An event handler utility for Roblox games
learn	viasalpath/viasalpath-roblox-portfolio	1	My portfolio containing my works, spanning from reverse engineering popular games mechanics to self-driven ideas made into reality
learn	vinandra/roblox-dev-starter	1	starting tamplate for scripting dev roblox
learn	vineethphp/learn-cpp-roblox	1	Mini-Roblox: a quick-play Roblox-style 3D sandbox + obby in C++
learn	Virtualdesign0/GarbageMan	1	About small cleanup utility i made for roblox projects. mainly handles connections, tasks and other annoying stuff
learn	vitorrenansd/rbx-project-neo-zombies	1	This repository contains all classes from my Roblox game called Project Neo-Zombies. Feel free to explore and contribute!
learn	vocksel/echo-ridge	1	A ROBLOX recreation of Echo Ridge from Mega Man Star Force 3
learn	vrramroop/Roblox-Grow-Your-Pet-	1	Roblox game called Grow A Fish Bowl. Inspired by Grow A Garden by the goat Jandel.
learn	vunguyen312/ROBLOX-PROJECTS	1	Free to use scripts for Roblox developers.
learn	vyxonq-dev/rbx-runtime	1	Lightweight Luau runtime validation layer for Roblox compatibility. Verifies proper in-game context and helps reduce external runtime logging or unsupported ...
learn	WANTED-EMPEROR/wanted-wiki	1	An open-source wiki repository for the Roblox game Wanted. Contributions are welcome! Help us document items and more for the community!
learn	WarriorKiller1098/WarriorBlox-2014	1	Another version of my game WarriorBlox but based on Roblox, not Godot.
learn	Web-with-Davy/wantedrblx-wiki	1	An open-source wiki repository for the Roblox game Wanted. Contributions are welcome! Help us document items and more for the community!
learn	Whale64/Roadblocks	1	the games for the goofy ahh vibe coded roblox clone
learn	while-kaique/roblox-game	1	Um breve projeto em .Lua para fins de diversão e passar tempo :D
learn	Wichaphon/Project_red	1	Script for Roblox game(Project_Red) WPM Studio
learn	Windows81/Roblox-Runnerer	1	[MINIMAL WORKING CODE] Ambitious research project to run Rōblox clients and servers from RobloxStudioBeta.exe's executable code.
learn	WinterTechnologies/devs	1	A learning resource for roblox developers/creators.
learn	WolfBoi008/Block-Tales	1	An Archipelago Manual for Block Tales, a Roblox game.
learn	Word30210/roblox-project-example	1	An opinioned example of roblox game project that uses multi-places
learn	Word30210/roblox-project-template	1	An opinionated template for multi-place Roblox projects.
learn	worhasdev/Simplified-Input-Module-Class-ROBLOX	1	A ROBLOX module/class that aims to simplify how inputs are used and manipulated across ROBLOX games
learn	X-3maar/Dreambound	1	My upcoming Roblox game.
learn	XINSDEATH/user-notifier	1	notifies when a roblox user joins a specific game
learn	XploitSDS/Xploit-Scripts-Warehouse	1	a collection of useful scripts for roblox
learn	xSwezan/ModernPlayerList	1	Modern touch on the roblox Player List
learn	Xtrimi/roblox-puzzle-fuzzer	1	Bruteforces all words in /e command given a wordlist, in a Roblox game.
learn	xyxneweraxyx/dodge-the-balls	1	A roblox game where the players must dodge balls, earning coins as they survive which allows them to upgrade their plots and traits.
learn	xyxneweraxyx/donate-to-skip-obby	1	A roblox game where the player must earn "Time" through various means and minigames on the map. An impossible obby is presented to the player, where the solu...
learn	xyxneweraxyx/luck-by-normal-law	1	A roblox project which takes a modern twist on luck inside of games, featuring a normal law implementation for luck gradation and precise control.
learn	xyxneweraxyx/marketplace-module	1	A roblox project which wraps around roblox's Marketplace Service, allowing for easy implementation of paid products and interception of related events.
learn	xyxneweraxyx/tsunami-game	1	Roblox project. The first game I have ever made on ROBLOX, as well as my first piece of code in luau.
learn	yamenisam08-spec/Roblox-Virvarda-shop	1	Welcome To Virvarda Shop❤!! You can buy anything from any game you Want😊! some like MM2 SAB and so much More!! (Instant delivery🫣) and so much secure😋!! We w...
learn	yeeterlol/BloxhairX	1	Automatically apply crosshairs to any Roblox game
learn	yerros/Roblox-MMORPG	1	Roblox MMORPG Learning Project
learn	yomi64/Rise-of-Nations	1	Useful Collection of scripts for The Roblox game Rise of Nations
learn	Yonugy/Roblox-Health-Pickup	1	Method to create Health Pickup in Roblox game.
learn	Yuppy-bit/GoodbloxCatweb	1	This repository only supports a roblox game, Catweb. NOT PHP, MYSQL OR ANY HOSTING.
learn	ZachCurtis/Roblox-Modules	1	Helpful Roblox modules that I use in my games
learn	Zalamancer/RobloxDevJourney	1	This will be a folder or place to hold onto functions to make a game in Roblox
learn	Zancarii/Roblox-e-word-template-v2	1	Roblox e word template v2
learn	Zancarii/Roblox-e-word-template.	1	Free to use Roblox e word template.
learn	ZenDev-0/Wifi-off-roblox	1	This application allows you to pause your Roblox game for ten seconds.
learn	ZenHubOfficial/Zenhub-Loader-Developers	1	The ZenHub Loader for Roblox also works for many other games. Main developers are Kaizen, NPG, Protip and Celestial dev
learn	zerofxllen/last-letter-words	1	english words to use on roblox game last letter
learn	ZetaEstablishment/Zeta-Project	1	This is an entry about Zeta Project.
learn	ZRDI/ao-autofish	1	autofisher for the Roblox game Arcane Odyssey
learn	ztyprr/BLOX360	1	A recreation of the ROBLOX client (2013–2015) built to run on the Xbox 360 using Unity (5.4.1f).
learn	ZyphurxDEV/legman-tracker	1	Windows tray app that notifies you when a Roblox game or place updates
learn	BasicallyArch/RoQube-Repo	0	An open source Roblox Rhythm game
learn	CoffeeLoverDev/gitblox	0	The perfect place to open source your Roblox game!
learn	darlinshot/rbx-games-public	0	A collection of public/open source Roblox games that I work on.
learn	eeghorf/Roblox-Open-Source-Modules	0	Making this so I can use these in future game jams
learn	feddewestra-ship-it/RobloxGames	0	the games that are open-source are showed up here
learn	JaxxonJargonGames/SoldiersVsZombies	0	This is the open source repository for this Roblox game.
learn	Ldevsky/LdevOS-roblox	0	This is an open-source repo for the game on roblox: LdevOS
learn	lincolntouw/pollinators	0	Open-source repository for the 'Pollinators' Roblox game.
learn	NotSamSam/Pet-A-Bricke-Open-Source-	0	A Roblox game I made
learn	reifelinus/AnimeDuelGame	0	A game based on anime made in Roblox Studio, it's open-source
learn	syncronicc/roblox-games	0	Here I keep open-source game systems, that were used in a previous trend or that improve my experience.
learn	verdantkid/roblox-games	0	Free open source Roblox games/maps
learn	Winter-990/Midnight-Roblox-Game-Open-Source-	0	This is the open source code for the game Midnight on Roblox. Please use appropriately and I would appreciate it if when you guys use my code for one of your...
learn	xxCodeGamerxx/Axolotl-RP-Roblox	0	Open Sourcing an old RP game I made
movement	daftcube/RobloxNBodySim	8	A simple script for simulating an n-body gravity simulation.
movement	cxmeel/find-up	6	Find an Instance by walking up ancestors. Based on @sindresorhus/find-up.
movement	moopergg/Roblox-Gift-Card-Generator-Validator	6	generates 16 character roblox gift cards, then you can run validator.py to check if those codes are valid.
movement	ShouxTech/hydro-jump	6	A Roblox game created with roblox-ts and @rbxts/knit
movement	Giant427/MovementHandler	5	Read Devforum post: https://devforum.roblox.com/t/movementhandler-crouch-sprint-slide-prone/1539379
movement	Faizdzn/rblxapi_backend	4	Open source Roblox Character Downloader API (and also other things like users, group, and games)
movement	alexop1000/RobloxPhysics	3	Just some Roblox physics stuff experimentation
movement	cassis163/rbx-physics	3	Roblox physics playground made with roblox-ts, rbxts-knit and more.
movement	CS460GraphBox/GraphBox	3	A Roblox world with games based on Obby and Geometry Dash included.
movement	erlcrussia/ERLC-Russia-Documentation	3	Официальный репозиторий исходных материалов для базы знаний и документации проекта ER:LC Россия.
movement	joyfulplayer/GAME-IDEA	3	this is a psychological roblox game idea, so the character is like this
movement	Nastyq683/rblxapi_backend	3	Open source Roblox Character Downloader API (and also other things like users, group, and games)
movement	ZeNyfh/rbhop-MC	3	An implementation of bhop in Minecraft based on the roblox bhop physics (https://www.roblox.com/games/5315046213/bhop)
movement	72sevenzy2/hyperque	2	HyperQue is a tool specifically aimed at roblox game developers to be able to make implementing cross-server matchmaking basically effortless, it requires al...
movement	AnotherSubatomo/quake-movement-for-roblox	2	A port of Quake's movement mechanics to Roblox
movement	BertTWO/wordumber	2	A human-like autotyper made for Roblox WordBomb. It types with natural timing, realistic delays, purposely mistakes typing and occasional typos to avoid play...
movement	Kixdev/avatar-copier-roblox	2	Avatar Copier is a client-side system that allows you to visually “copy” another player's avatar appearance without permanently changing your Roblox account....
movement	seaofvoices/crosswalk	2	A framework to make Roblox games
movement	SeloTheGreat/sonorphys-legacy-version	2	a roblox physics controller wrapper
movement	0zBug/PhysicsService	1	Physics Service for the Client
movement	AidanAbdulov/RobloxUltimateColorPickerModule	1	A repository containing code for a color wheel and color slider module
movement	AmaranthineCodices/locomotion	1	A motion library for Roblox.
movement	Animatnetic/JackJumper	1	Hate those annoying roblox groups that make you do those pesky Jumping Jacks?
movement	bobobexz/face	1	local player = game.Players.LocalPlayer.Character if player:findFirstChild("Humanoid") then player.Head.face.Texture = "https://www.roblox.com/asset/?id=3872...
movement	BulkBrains/Heatmap-Plugin	1	Create heatmaps for tracking player movement in you Roblox games
movement	Daw1dk/RobloxBall	1	Change your character into a ball
movement	eVoletScorpion/Scorp-s-Dash-Mechanic	1	An advanced dash mechanic for the Roblox platform
movement	Exunys/Swim-Fly	1	ROBLOX Fly Script (uses a different method)
movement	FlaminiQian/roblox_style	1	Roblox-inspired visual style knowledge base and Three.js kit assets.
movement	Fmaverick/k2-climbing-guide	1	Independent K2 Climbing Simulation guide for Roblox players.
movement	griffin-lora/rbx-character-controller	1	A character controller for roblox-ts.
movement	grosstofu9487s/CPP-Special-Character-Converter	1	A C++ special character converter which made in Roblox Studio
movement	InternalSecurity68/scprp_automorph	1	Uses a python script to morph into your character automatically in the Roblox game, SCP: Roleplay
movement	itsKaixen/AdvanceMovementSystem	1	Advance Roblox Custom Movement System
movement	jnnlol/robloxfastwalk	1	Makes you walk really fast in roblox and abuses clientappsettings.
movement	joinedspawnRoads/ParkourAHK	1	AutoHotkey scripts for Roblox Parkour.
movement	lehlttlto/RobloxSizeReference	1	A plugin for Roblox that creates size references and jump trajectories for characters
movement	Lehy4n/Roblox-Username-Finder	1	Roblox Username Finder is a tool that automatically searches for available 3 and 4 character Roblox usernames using the official Roblox API.
movement	Lisso-lab/NetModule	1	Roblox MainModule for simulation radius/dynamic velocity/physics tweaks
movement	LpBlitz11/Parkour-Tag-the-code-yes-its-opensource-XD--Roblox	1	I put the code from my beta game called Parkour Tag in here lol
movement	MafuSaku/rbx-backend-showcase	1	This showcases the knowledge of backend systems in Roblox Studio on how I code and write said projects. This is not regularly updated.
movement	MagikManz/chickynoid	1	A rollback networking character controller for roblox
movement	mattyHerzig/Time-Rift-Rumble	1	Roblox parkour battle royale
movement	MaxDevLol/Roblox-Parkour-System-by-max	1	a roblox parkour system, open sourced for anyone to learn.
movement	mobasher1/roblox-smooth-dynamic-movement-system	1	Roblox movement system with smooth sprinting and deacceleration
movement	mortrpestl/parkour-game-archive	1	An archive of the files and scripts for my Roblox Game "Quickp's Stage per Difficulty Chart" created with Roblox Studio, Lua, and JToH Kit 5.1
movement	mrDull/WHFBJJ	1	Roblox Auto JJ / Jumping Jacks tool // Python automation for Roblox JJs
movement	MrPineappleMan/Luau2DPhysics	1	A simple 2D physics system in Roblox
movement	netslashh/BetterTouchedService	1	BetterTouchedService is a Roblox module that replaces .Touched with reliable distance-based detection. Supports players, continuous or one-time triggers, avo...
movement	notanaverageguy/parkour-calculator	1	It calculates stuff for the parkour roblox game
movement	o7x/roblox-4-character-name-generator	1	Generates 4 character names for Roblox.
movement	paddlm/roblox-sprint	1	Shift to Sprint in Roblox (lua for roblox studio)
movement	ph92g/Anti-Ragdoll	1	Prevent your Roblox character from falling over at high velocities or similar situations
movement	Phantomware-HQ/Praxis-Changelog	1	Roblox's most advanced physics-based sandbox experience. Praxis is a boundless playground built entirely on freedom and creativity.
movement	prinsdarren789-code/dating-roblox-game	1	A dating simulation game for Roblox with relationship mechanics, dialogue system, and character interactions
movement	Rawblocky/robloxplugin-testplayerfriends	1	Roblox plugin where when you run a Server & Client test, the character's appearance will be a random friend.
movement	sadikbilal/RobloxStudio	1	We have created a Roblox game which's still has no name. The play style of game is: On time you are gaining jump power which is giving your jump boost to inc...
movement	salihguven/learn-python-roblox	1	Educational Roblox game that teaches Python through interactive coding challenges. Climb the tower, solve puzzles, and master programming concepts in a modul...
movement	selenskyski/Onyx-lib	1	Onyx is a lightweight Roblox UI library designed to make building custom interfaces easier. It comes with windows, tabs, sections, and default UI elements li...
movement	SergDevy/Roblox-Methods	1	Have good knowledge of Luau? Want to use some of its functions in regular Lua? Well now you can!
movement	shootingstarfruit/Yomi-Hustle---Block-Tales	1	A modded character for the game Yomi hustle based on the protagonist of the roblox game block tales
movement	SillyMythic/spinbot-roblox	1	simple autohotkey script that spins your character really fast when in first person. also suprisingly semi-controllable.
movement	Skekdog/LoadCharacter	1	A Roblox plugin to insert a player's character in either R6 or R15. Supports both username and user ID.
movement	SketchBloxCreations/Sketch-Blox-Portfolio	1	Welcome to SketchBlox Creations! Explore our unique hand-drawn Roblox avatar illustrations, crafted to capture each character's essence. Find the perfect art...
movement	Studio-Zee/Parkour-Roblox	1	Fã game de um mini game do roblox
movement	Sypse/Sypse-UI	1	A themeable Roblox UI library in a single Luau ModuleScript. Pure Instance UI, 10 complete themes that re-skin live, and a full component set: tabs, segments...
movement	syshotdev/RiskyStrats	1	A complete remake of the game "Risky Strats" from roblox. Made in Godot, one man team with beginner knowledge.
movement	thanknoah/Moon-Instance-Controller	1	Simulatenously control multiple Roblox instances (e.g walk, jump across all clients in sync). May be jittery.
movement	thefunkybenny/Bennys-SM64	1	A SM64 movement script for Roblox
movement	TRSTN4/LOOT_RUNNERS	1	🥇 A global puzzle challenge awaits! 🌐 Compete worldwide 🌍, climb the leaderboard 🏆, solve diverse tasks & puzzles ⚡ 🔍, use sneaky sabotages 😈, and collect pr...
movement	uberx0/SppedChangerScript	1	Script for changing your character speed in roblox
movement	wermisek/Walkspeed-script	1	Simple lua script changing roblox player movement speed based od what they choosed on the slider in gui
movement	Whincify/ModelEquip	1	Roblox module allowing you to weld models to a players character.
movement	WilliamDLeao/Circles	1	Circles é o trabalho final para a disciplina de Tópicos Especiais em Jogos Educativos. Trata-se de um walking simulator produzido na engine Roblox Studio, on...
movement	Wmkhunter/Roblox-Movement-System-Client-	1	Roblox movement with explained code and more.
movement	XavierAllott/Movement	1	just some roblox stuff ignore this
movement	xornis/hook-the-void	1	Hook the Void is a small physics-based movement sandbox inspired by Nullscape (from Roblox).
movement	Yooli8537/Frenzy_Movement_System	1	This is the Movement System used for my Roblox game Frenzy. Some of the Assets are still glitchy, but overall it works bug-free. Similar to Rivals' Movement ...
movement	YU5UFC0D3Z/ROBLOX-MAKE-BLOCKS-MOVE-YOU	1	each one one the blocks will ether move you left, right, forward, backwards and up to make you jump follow my account and subscribe to me youtube channel to ...
movement	Zomlolo/Game-News	1	Only give news about osu!, Geometry dash, Roblox
movement	2faTarl/Jump-Rope-Roblox-Project-Script	0	Hired to develop a Roblox Jump Rope Project Script, focusing on creating interactive gameplay mechanics, optimizing physics-based rope movement, and ensuring...
movement	WareZ57/The-1000000-Jump-Rope-SCRIPT	0	Free script for The 1000000 Jump Rope on ROBLOX
networking	rojo-rbx/rojo	1749	Rojo enables Roblox developers to use professional-grade software engineering tools
networking	Pyseph/PacketProfiler	84	Remote packet analyzer tool for Roblox
networking	lupyuen/lupyuen.github.io	82	Lup Yuen's Articles and Resume
networking	MadStudioRoblox/ReplicaService	68	Roblox state replication system
networking	RobloxLabs/web	41	A fan-made remake of the ROBLOX website from 2013 in ASP.NET Core.
networking	ItzBlinkzy/roblox-rpc	37	Roblox RPC integrates Discord Rich Presence with the ROBLOX API to find the current game on ROBLOX you're playing.
networking	daymxn/ROBLOXIPPuller	36	Pull the ip of any ROBLOX game you are currently in.
networking	fuzzydragon/Roblox-Game-Presence-For-Discord	16	Uses Discord RPC to give you a rich presence on discord for the current ROBLOX game you are playing.
networking	RegularTetragon/roblox-lag-compensation	11	A roblox module written in roblox-ts with the intention of allowing for lag compensated raycasting.
networking	AsertCreator/NetBlox	9	weird roblox clone written in c#
networking	scoobyluvs/Fake-Vouch	9	fake vouch that replicates the "ticket" webhook vouch thing
networking	lupyuen/roblox-the-things-network	8	IoT Digital Twin with Roblox and The Things Network
networking	RobloxLabs/web-netframework	8	A fan-made remake of the ROBLOX website from 2013 in ASP.NET WebForms & MVC.
